Metal_ID,QUBR_ID,N,W,Elevation (m),Stick,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Canopy1,Canopy2,Tree_pic,Env_pic,Recorder,Date,Comments,Page,Locality,Transcriber,Checked?,Daniel_tag
304,LM_162,24.00217,110.15829,534,181,53.3,44.6,,,,,15.81,15.7,Y,Y,CK,9/6/23,2 trunks at breast height so 2 DBH's,12B,LM,AMH,Y,
52,LM_163,24.0022,110.15827,532,181,39.6,48.6,,,,,7.1,15.35,Y,Y,CK,9/6/23,2 trunks at breast height so 2 DBH's,12B,LM,AMH,Y,
54,LM_164,24 00.1271,110 09.4900,531,181,52.4,37.5,,,,,9.35,15.65,Y,Y,KA,9/6/23,2 trunks at breast height so 2 DBH's,12B,LM,AMH,Y,
55,LM_165,24 00.1221,110 09.4840,534,172,42,,,,,,9.95,9.05,Y,Y,KA,9/6/23,,12B,LM,AMH,Y,
56,LM_166,24 00.1071,110 09.4835,539,181,116.2,31.6,,,,,13.3,13.4,Y,Y,KA,9/6/23,2 trunks at breast height so 2 DBH's,12B,LM,AMH,Y,
57,LM_167,24 00.0896,110 09.4556,545,181,33,,,,,,8.95,7.33,Y,Y,KA,9/6/23,,13A,LM,AMH,Y,
386,LM_168,24 00.0871,110 09.4600,544,181,49.1,,,,,,11.95,12.06,Y,Y,KA,9/6/23,,13A,LM,AMH,Y,
388,LM_169,24 00.1894,110 09.4656,534,190,,,,,,,,,Y,Y,KA,9/6/23,Daniel tag #75,13A,LM,AMH,Y,75
389,LM_044,24 00.1869,110.15762,533,181,61.4,,,,,,11.2,9.48,Y,Y,KA,9/6/23,height of stick person not written so extrapolated from photo,13A,LM,AMH,Y,
390,LM_043,24 00.1825,110 09.4599,535,190,,,,,,,,,Y,Y,KA,9/6/23,Daniel tag #76,13A,LM,AMH,Y,76
295,LM_225,24 00.1880,110 09.4522,532,172,44,,,,,,9.87,13.51,Y,Y,KA,9/6/23,,13A,LM,AMH,Y,
372,LM_224,24 00.1875,110 09.4487,535,172,27.5,,,,,,5.56,7.91,Y,Y,KA,9/6/23,,13A,LM,AMH,Y,
383,LM_223,24 00.1903,110 09.4492,530,172,43.4,,,,,,12.3,12.34,Y,Y,KA,9/6/23,,13A,LM,AMH,Y,
301,LM_222,24 00.1926,110 09.4494,532,172,55.6,64.2,61,16,,,24.1,17.51,Y,Y,KA,9/6/23,4 trunks at breast height,13B,LM,AMH,Y,
379,LM_221,24 00.1854,110 09.4474,534,181,46.1,,,,,,9.85,12.22,Y,Y,KA,9/6/23,,13B,LM,AMH,Y,
306,LM_220,24.0034,110.15749,532,172,60.5,,,,,,5.4,5.3,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
395,LM_219,24.00341,110.15746,532,172,47.2,,,,,,7.55,4.65,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
397,LM_218,24.00339,110.15746,534,172,39.4,,,,,,5.6,7.45,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
58,LM_170,24.00331,110.15709,534,172,33.4,,,,,,8.27,7.25,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
59,LM_171,24.00333,110.1571,533,172,40.5,33.1,,,,,12.26,10.86,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
60,LM_172,24.00334,110.15704,534,172,73.9,,,,,,11.76,11.4,Y,Y,VGB,9/6/23,,13B,LM,AMH,Y,
61,LM_173,24.00377,110.15656,534,181,102.8,,,,,,20.85,18.95,Y,Y,VGB,9/6/23,,14A,LM,CAJ,Y,
377,LM_217,24 00.2898,110 09.3814,541,181,53.6, , ,,,,12.41,11.6,Y,Y,KA,9/6/23,,14A,LM,CAJ,Y,
391,LM_216,24 00.3247,110 09.3919,540,181,28.9,37.2,30.9,,,,10.87,10.52,Y,Y,KA,9/6/23,,14A,LM,CAJ,Y,
400,LM_174,24 00.2342,110 09.3284,536,172,43.3,,,,,,8.63,9.72,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
62,LM_175,24 00.2328,110 09.3282,537,172,57.7,,,,,,9.92,9.19,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
63,LM_176,24 00.2292,110 09.3275,535,172,44.5,,,,,,7.93,10.44,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
64,LM_177,24 00.2283,110 09.3247,536,172,53.4, , ,,,,15.41,12.52,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
65,LM_215,24 00.2433,110 09.3536,535,172,33.3,,,,,,8.18,5.16,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
66,LM_214,24 00.2428,110 09.3537,537,172,49.5,,,,,,11.24,12.42,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
67,LM_213,24 00.2464,110 09.3533,537,172,41.4,,,,,,13.51,11.73,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
68,LM_212,24 00.2489,110 09.3617,537,190,24.3,42,,,,,11.35,15.35,Y,Y,KA,9/7/23,,15A,LM,CAJ,Y,
69,LM_211,24 00.2479,110 09.3641,538,190,54.5,,,,,,16.41,13.41,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
70,LM_210,24 00.2444,110 09.3650,540,172,28.3,,,,,,3.47,5,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
71,LM_209,24 00.2453,110 09.3684,538,172,43.4,,,,,,12.34,19.7,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
72,LM_208,24 00.2430,110 09.3672,535,172,68.9,,,,,,15.8,14.49,Y,Y,KA,9/7/23,Tree down. Canopy from length of trunk,15B,LM,CAJ,Y,
73,LM_207,24 00.2405,110 09.3692,535,172,36.4,,,,,,11.8,7.78,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
74,LM_206,24 00.2386,110 09.3699,535,172,54,,,,,,15.19,14.35,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
75,LM_205,24 00.2326,110 09.3717,534,172,43.8,,,,,,1.75,1.35,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
76,LM_204,24 00.2366,110 09.3790,535,172,58.2,,,,,,14.73,12.05,Y,Y,KA,9/7/23,,15B,LM,CAJ,Y,
77,LM_203,24 00.2355,110 09.3808,533,172,39.5,,,,,,8.13,10.86,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
78,LM_202,24 00.2325,110 09.3764,534,172,49.5,,,,,,6.51,10.41,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
79,LM_201,24 00.2326,110 09.3803,535,172,36,,,,,,8.09,10.43,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
80,LM_200,24 00.2301,110 09.3809,535,172,60.3,32.7,,,,,15.2,16.13,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
81,LM_199,24 00.2202,110 09.3586,534,172,24.7,,,,,,7.68,6.35,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
82,LM_198,24 00.2184,110 09.3575,535,172,25.4,,,,,,6.76,8.14,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
83,LM_197,24 00.2174,110 09.3601,536,190,22.9,19,,,,,6.9,8.35,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
84,LM_196,24 00.2171,110 09.3582,536,172,38.3,,,,,,8.95,12.82,Y,Y,KA,9/7/23,,16A,LM,CAJ,Y,
85,LM_195,24 00.2136,110 09.3595,535,172,40.1,,,,,,9.92,11.01,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
86,LM_194,24 00.2155,110 09.3616,535,190,20,18.5,,,,,7.99,7.75,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
87,LM_193,24 00.2142,110 09.3644,535,172,17.3,,,,,,5.35,5.16,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
88,LM_192,24 00.2151,110 09.3652,536,190,23,26.7,,,,,10,8.27,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
89,LM_191,24 00.2106,110 09.3683,537,190,61.7,63.8,,,,,18.31,21.89,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
90,LM_190,24 00.2086,110 09.3691,536,190,63.6,,,,,,15.18,14.57,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
91,LM_189,24 00.2082,110 09.3664,536,190,68,55.4,58.5,,,,21.75,22.93,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
385,LM_178,24 00.2085,110 09.3664,536,172,50.8,,,,,,10.59,12.01,Y,Y,KA,9/7/23,,16B,LM,CAJ,Y,
396,LM_179,24 00.1854,110 09.4186,538,190,84.5,57.5,49.6,,,,20.28,15.27,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
92,LM_180,24 00.2506,110 09.5063,534,172,39.5,,,,,,7.08,8.96,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
93,LM_181,24 00.2112,110 09.5054,532,172,,,,,,,15.86,,Y,Y,KA,9/7/23,Daniel Tag: 70,17A,LM,CAJ,Y,70
94,LM_182,24 00.2127,110 09.5017,533,190,34,28.6,,,,,11.61,9.74,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
95,LM_183,24 00.2170,110 09.4977,533,172,59.4,,,,,,13.78,14.67,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
96,LM_184,24 00.2160,110 09.4989,534,172,55.8,37,,,,,14.22,24.21,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
97,LM_185,24 00.2127,110 09.5007,535,172,54.5,,,,,,10.89,20.54,Y,Y,KA,9/7/23,,17A,LM,CAJ,Y,
98,LM_186,24 00.2103,110 09.5013,533,172,64.6,49.2,69.7,23.8,,,20.5,20.66,Y,Y,KA,9/7/23, big tree w/ many connected trunks; checked pic to see who was the measuring stick,17A,LM,CAJ,Y,
99,LM_188,24 00.2069,110 09.5050,531,190,47.7,,,,,,10.39,8.2,Y,Y,KA,9/7/23,,17B,LM,CAJ,Y,
100,LM_187,24 00.2045,110 09.5011,532,190,40.8,51.9,,,,,15.33,10.52,Y,Y,KA,9/7/23,,17B,LM,CAJ,Y,
184,SD_105,23 33.1911,109 51.1775,475,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel Tag: 30,33A,SD,CAJ,Y,30
182,SD_106,23 33.1901,109 51.1760,467,172,66.4,,,,,,14.74,8.98,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
185,SD_107,23 33.1962,109 51.1813,464,172,73.2,,,,,,9.73,18.68,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
187,SD_108,23 33.2003,109 51.1825,459,172,45.6,,,,,,8.7,11.21,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
183,SD_109,23 33.2020,109 51.1835,448,172,48.8,,,,,,9.16,8.09,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
136,SD_110,23 33.2013,109 51.1861,440,172,57.3,,,,,,4.43,6.33,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
138,SD_111,23 33.2007,109 51.1804,433,172,23.7,,,,,,7.45,4.7,Y,Y,KA,9/10/23,,33A,SD,CAJ,Y,
139,SD_112,23 33.2007,109 51.1804,433,172,54.2,,,,,,10.71,11.57,Y,Y,KA,9/10/23,right next to previous oak,33A,SD,CAJ,Y,
140,SD_113,23 33.1977,109 51.1785,430,172,37.4,30.7,,,,,10.1,6.55,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
153,SD_114,23 33.2049,109 51.1678,430,172,37.6,,,,,,9.24,12.65,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
146,SD_115,23 33.2052,109 51.1673,429,172,45.3,,,,,,11.5,11.88,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
142,SD_116,23 33.2067,109 51.1642,430,172,52.1,,,,,,13.05,11.76,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
149,SD_117,23 33.2051,109 51.1611,430,172,26.4,,,,,,6.52,8.31,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
147,SD_118,23 33.2070,109 51.1594,430,172,34.7,,,,,,10.31,5.92,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
144,SD_119,23 33.2078,109 51.1583,429,172,35.3,,,,,,5.3,10.32,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
143,SD_120,23 33.2065,109 51.1580,429,172,26.1,,,,,,3.82,10.68,Y,Y,KA,9/10/23,,33B,SD,CAJ,Y,
141,SD_121,23 33.2079,109 51.1582,430,172,33.2,,,,,,6.27,9.91,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
145,SD_122,23 33.2074,109 51.1571,430,172,28,23.4,23.1,,,,11.95,9.46,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
148,SD_123,23 33.2046,109 51.1581,427,172,47.8,18.4,,,,,18.1,6.73,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
135,SD_124,23 33.2060,109 51.1595,429,172,24.5,,,,,,8.7,5.28,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
150,SD_125,23 33.2051,109 51.1579,430,172,22,,,,,,2.7,1.3,Y,Y,KA,9/10/23,"Newly dead. Only a few trunk sprouts, but approx. 30 ??",34A,SD,CAJ,Y,
151,SD_126,23 33.2049,109 51.1546,430,172,34,22.4,,,,,11.27,7.76,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
154,SD_127,23 33.2062,109 51.1513,429,152,68.7,,,,,,15.74,16.11,Y,Y,KA,9/10/23,Daniel: 32,34A,SD,CAJ,Y,32
155,SD_128,23 33.2067,109 51.1515,428,172,78,,,,,,12.72,12.65,Y,Y,KA,9/10/23,,34A,SD,CAJ,Y,
157,SD_129,23 33.2148,109 51.1483,430,152,,,,,,,16.1,11,Y,Y,KA,9/10/23,Daniel tag: 33; Marisela is measuring stick; good to check against Daniel's data,34B,SD,CAJ,Y,33
137,SD_076,23 33.1924,109 51.1537,433,172,78.8,,,,,,6,6.71,Y,Y,KA,9/10/23,,34B,SD,CAJ,Y,
156,SD_130,23 33.1842,109 51.1644,430,172,66,,,,,,15.75,11.81,Y,Y,KA,9/10/23,,34B,SD,CAJ,Y,
160,SD_077,23 33.2201,109 51.1019,430,152,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 35,34B,SD,CAJ,Y,35
152,SD_078,23 33.2214,109 51.1019,430,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 34,34B,SD,CAJ,Y,34
161,SD_079,23 33.2244,109 51.0951,428,172,48.2,42,40.2,,,,15.41,16.89,Y,Y,KA,9/10/23,,34B,SD,CAJ,Y,
159,SD_131,23 33.2222,109 51.0887,426,172,50.9,76.6,,,,,19.22,16.13,Y,Y,KA,9/10/23,,34B,SD,CAJ,Y,
158,SD_080,23 33.2240,109 51.0898,426,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 36,34B,SD,CAJ,Y,36
165,SD_081,23 33.2242,109 51.0816,425,172,82.7,,,,,,14.85,18.69,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
162,SD_082,23 33.2296,109 51.0676,426,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 37,35A,SD,CAJ,Y,37
166,SD_132,23 33.2329,109 51.0577,428,172,62.7,26.4,,,,,12.06,15.95,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
164,SD_083,23 33.2283,109 51.0403,429,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 38,35A,SD,CAJ,Y,38
168,SD_133,23 33.2295,109 51.0334,427,172,142.4,,,,,,18.13,10.85,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
169,SD_084,23 33.2331,109 51.0127,423,172,50.3,,,,,,16.45,9.63,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
163,SD_134,23 33.2337,109 51.0114,420,172,33.3,,,,,,6.3,10.85,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
175,SD_085,23 33.2331,109 51.0090,427,172,43,,,,,,9.52,9.45,Y,Y,KA,9/10/23,,35A,SD,CAJ,Y,
174,SD_086,23 33.2303,109 51.0118,427,172,36.2,,,,,,6.25,6.86,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
167,SD_087,23 33.2287,109 51.0139,427,172,43,27.5,,,,,11.72,9.64,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
170,SD_088,23 33.2295,109 51.0073,427,172,34.2,,,,,,9.46,6.73,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
171,SD_135,23 33.2299,109 51.0015,427,172,38.4, ,,,,,6.7,6.33,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
176,SD_089,23 33.2301,109 51.0026,429,172,31.4,,,,,,9.24,6,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
181,SD_136,23 33.2312,109 51.0051,430,172,62.2,,,,,,8.45,8.7,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
178,SD_137,23 33.2372,109 51.0096,426,172,57,,,,,,12.45,11.19,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
177,SD_090,23 33.2359,109 51.0024,424,172,46.5,,,,,,10.25,12.28,Y,Y,KA,9/10/23,,35B,SD,CAJ,Y,
180,SD_091,23 33.2134,109 51.0004,426,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel tag: 39,36A,SD,CAJ,Y,39
179,SD_138,23 33.2087,109 50.9991,426,172,25.2,,,,,,7.2,4.7,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
173,SD_092,23 33.2094,109 50.9997,426,172,31.4,,,,,,8,8.64,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
172,SD_093,23 33.2098,109 51.0034,426,172,18.4,21.5,,,,,8.53,8.99,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
501,SD_094,23 33.2100,109 51.0016,423,172,29.4,,,,,,10.35,6.08,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
510,SD_139,23 33.2064,109 51.0037,422,172,15.2,13.1,,,,,9.05,8.58,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
516,SD_140,23 33.2045,109 51.0060,424,172,38.8,,,,,,8.01,7.25,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
526,SD_095,23 33.2038,109 51.0100,425,172,57,,,,,,11.6,7.72,Y,Y,KA,9/10/23,,36A,SD,CAJ,Y,
503,SD_096,23 33.2037,109 51.0107,425,172,44.5,,,,,,5.49,7.2,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
513,SD_097,23 33.2058,109 51.0108,426,172,49.8,,,,,,8.65,14.78,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
519,SD_098,23 33.2079,109 51.0140,426,172,78.8,,,,,,11.15,10.37,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
515,SD_141,23 33.2085,109 51.0132,425,172,73,,,,,,8.91,13.19,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
507,SD_142,23 33.2094,109 51.0161,427,172,56,,,,,,12.91,9.22,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
525,SD_143,23 33.1885,109 51.0123,430,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel Tag: 42,36B,SD,CAJ,Y,42
520,SD_099,23 33.1877,109 51.0160,431,172,17.5,,,,,,3.85,7.57,Y,Y,KA,9/10/23,,36B,SD,CAJ,Y,
512,SD_144,23 33.1821,109 51.0009,429,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel Tag: 41,36B,SD,CAJ,Y,41
518,SD_145,23 33.1817,109 51.0257,421,172,,,,,,,,,Y,Y,KA,9/10/23,Daniel Tag: 43,37A,SD,CAJ,Y,43
506,SD_100,23 33.1825,109 51.0263,420,172,22.2,37.7,,,,,8.4,13.74,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
508,SD_101,23 33.1837,109 51.0246,419,172,23.5,,,,,,5.73,7.83,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
524,SD_146,23 33.1772,109 51.0284,417,172,14.4,,,,,,5.75,4.47,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
523,SD_102,23 33.1811,109 51.0260,419,172,81.5,,,,,,2.85,4.69,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
522,SD_103,23 33.1802,109 51.0254,416,172,12.7,,,,,,3.12,4.11,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
505,SD_104,23 33.1776,109 51.0265,418,172,39,,,,,,5.52,6.01,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
517,SD_147,23 33.1807,109 51.0311,420,172,20.4,68,,,,,11.16,15.07,Y,Y,KA,9/10/23,,37A,SD,CAJ,Y,
514,SD_148,23 33.1740,109 51.0312,418,172,37.4,45.7,,,,,15.42,14.1,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
502,SD_149,23 33.1756,109 51.0356,412,172,19.4,,,,,,2.02,2.08,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
521,SD_150,23 33.1748,109 51.0374,417,172,67.3,,,,,,11.15,13.45,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
504,SD_035,23 33.1712,109 51.0330,422,172,41.4,39.5,,,,,14.54,11.97,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
511,SD_036,23 33.1718,109 51.0283,421,172,20.4,,,,,,7.04,5.56,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
509,SD_034,23 33.1711,109 51.0296,422,172,21.5,,,,,,8.99,6.26,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
527,SD_037,23 33.1722,109 51.0296,424,172,16.4,,,,,,6.91,6.59,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
600,SD_038,23 33.1693,109 51.0292,423,172,31,,,,,,6.86,8.37,Y,Y,KA,9/10/23,,37B,SD,CAJ,Y,
599,SD_039,23 33.1692,109 51.0318,423,172,41,,,,,,8.24,15.23,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
598,SD_040,23 33.1666,109 51.0292,424,172,41,,,,,,10.05,8.82,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
597,SD_041,23 33.1656,109 51.0219,425,172,,,,,,,13.2,,Y,Y,KA,9/10/23,Daniel tag: 44,38A,SD,CAJ,Y,44
595,SD_001,23 33.0338,109 50.5570,410,172,82.9,,,,,,20.9,14.6,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
594,SD_002,23 33.0475,109 50.5879,408,172,89.6,,,,,,29.88,14.21,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
593,SD_003,23 33.0607,109 50.6031,412,172,17,,,,,,4.06,4.09,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
592,SD_075,23 33.0621,109 50.6118,408,172,10.3,,,,,,13.18,14.99,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
591,SD_004,23 33.0933,109 50.6599,420,172,39.9,38.4,32.2,,,,21.5,11.83,Y,Y,KA,9/10/23,,38A,SD,CAJ,Y,
590,SD_005,23 33.0927,109 50.6607,420,172,48.4,,,,,,10.05,11.08,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
589,SD_006,23 33.0907,109 50.6644,419,172,61.4,,,,,,13,12.03,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
588,SD_074,23 33.0906,109 50.6629,419,172,26.3,19.9,,,,,5.09,9.7,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
587,SD_073,23 33.0884,109 50.6626,420,172,34.3,,,,,,5,6,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
586,SD_007,23 33.1230,109 50.7504,421,172,42.7,42.6,17.4,41,,,15.5,13.31,Y,Y,KA,9/10/23,"too big, awk pic, mother tree",38B,SD,CAJ,Y,
585,SD_009,23 33.1636,109 50.8063,418,172,43.8,,,,,,10.92,10.71,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
584,SD_072,23 33.1686,109 50.8137,422,172,41.5,,,,,,10.7,11.8,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
596,SD_008,23 33.1731,109 50.8124,423,172,26.8,,,,,,8.2,7.77,Y,Y,KA,9/10/23,,38B,SD,CAJ,Y,
583,SD_010,23 33.1430,109 50.8814,418,172,64.4,59.5,,,,,18.9,25.54,Y,Y,KA,9/10/23,BEES!,39A,SD,CAJ,Y,
582,SD_011,23 33.1460,109 50.8733,423,172,47.4,,,,,,13.84,10.3,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
581,SD_071,23 33.1435,109 50.8744,423,172,58.2,,,,,,10.9,14.1,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
580,SD_070,23 33.1783,109 50.8991,421,172,89.5,,,,,,16.9,16.15,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
579,SD_069,23 33.1776,109 50.8974,420,172,13,,,,,,5.81,6.33,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
578,SD_068,23 33.1900,109 50.9108,428,172,46.4,,,,,,12.69,10,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
577,SD_012,23 33.1900,109 50.9129,428,172,30,,,,,,7.25,10.25,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
576,SD_013,23 33.1905,109 50.9143,428,172,37.2,,,,,,10.6,12.71,Y,Y,KA,9/10/23,,39A,SD,CAJ,Y,
575,SD_014,23 33.2227,109 50.9590,426,172,51,,,,,,12.9,12.21,Y,Y,KA,9/10/23,,39B,SD,CAJ,Y,
